domain,ip,ns_record,http_status_code,title_tag
fox4news.com,2.18.121.19,"['ns04.foxdoua.com.', 'ns04.dns.fox.', 'ns02.foxdoua.com.', 'ns03.foxdoua.com.', 'ns03.dns.fox.', 'ns02.dns.fox.', 'ns01.foxdoua.com.', 'ns01.dns.fox.']",200,FOX 4 News Dallas-Fort Worth
fox13news.com,2.18.121.26,"['ns02.foxdoua.com.', 'ns04.dns.fox.', 'ns01.foxdoua.com.', 'ns02.dns.fox.', 'ns03.foxdoua.com.', 'ns03.dns.fox.', 'ns01.dns.fox.', 'ns04.foxdoua.com.']",200,FOX 13 Tampa Bay
gulfnews.com,107.154.251.11,"['edns1.ultradns.com.', 'edns1.ultradns.net.', 'edns1.ultradns.biz.', 'edns1.ultradns.org.']",200,"Gulf News: Latest UAE news, Dubai news, Business, travel news, Dubai Gold rate, prayer time, cinema"
hindustannewshub.com,91.108.123.139,"['ns2.dns-parking.com.', 'ns1.dns-parking.com.']",200,Home - hindustannewshub.com
goodnewspilipinas.com,198.54.124.113,"['ns2.goodnewspilipinas.com.', 'ns1.goodnewspilipinas.com.']",200,GoodNewsPilipinas.com | Making Every Filipino Proud
governmentnews.com.au,192.0.66.136,"['rodney.ns.cloudflare.com.', 'amber.ns.cloudflare.com.']",200,Home - Government News
gardenernews.com,216.58.163.187,"['ns3.spyderwebs.com.', 'ns1.spyderwebs.net.', 'ns2.spyderwebs.net.']",200,"GardenerNews.com – Agricultural News, Gardening News, Landscaping News, and Nursery News"
howellcountynews.com,192.252.158.237,"['ns1.hoster905.com.', 'ns2.hoster905.com.']",200,Howell County News |
hotrecentnews.com,138.201.205.108,"['ns1.hotrecentnews.com.', 'ns2.hotrecentnews.com.']",,
hudsonvalley.news12.com,151.101.2.132,,200,Hudson Valley
hurriyetdailynews.com,83.66.162.94,"['ns-1673.awsdns-17.co.uk.', 'ns-308.awsdns-38.com.', 'ns-544.awsdns-04.net.', 'ns-1376.awsdns-44.org.']",200,Turkish News - Latest News from Turkey - Hürriyet Daily News
ifpnews.com,104.21.79.55,"['dee.ns.cloudflare.com.', 'oswald.ns.cloudflare.com.']",200,Iran Front Page | IFP News | Latest News From Iran And The World
holanews.com,188.114.99.233,"['pat.ns.cloudflare.com.', 'bob.ns.cloudflare.com.']",200,Hola News - Homepage
ind-news.in,154.41.233.207,"['ns2.dns-parking.com.', 'ns1.dns-parking.com.']",200,News for India | From every small corner of the world.
idsnews.com,50.16.124.219,"['dns2.iu.edu.', 'dns3.iu.edu.', 'dns1.iu.edu.']",200,Indiana Daily Student
indianewsrepublic.com,50.62.147.250,"['ns26.domaincontrol.com.', 'ns25.domaincontrol.com.']",200,Indianewsrepublic – Just another WordPress site
inewsource.org,192.0.78.24,"['ns3.wordpress.com.', 'ns2.wordpress.com.', 'ns1.wordpress.com.']",200,inewsource — Investigative journalism for San Diego & Imperial counties
inews.co.uk,23.64.12.56,"['a24-65.akam.net.', 'a1-204.akam.net.', 'a16-67.akam.net.', 'a6-64.akam.net.', 'a7-66.akam.net.', 'a4-67.akam.net.']",200,"inews.co.uk - Latest UK and world news, politics, lifestyle and sport, with analysis and opinion from the i paper. For open minds"
heartlandnewsfeed.com,188.114.96.1,"['lisa.ns.cloudflare.com.', 'lochlan.ns.cloudflare.com.']",200,Heartland Newsfeed/Heartland Newsfeed Radio Network
insideclimatenews.org,104.21.50.18,"['phil.ns.cloudflare.com.', 'wanda.ns.cloudflare.com.']",200,Home - Inside Climate News
indiandefensenews.in,216.239.32.21,"['ns43.domaincontrol.com.', 'ns44.domaincontrol.com.']",200,"
Indian Defence News
"
indiarightnownews.com,172.67.211.127,"['rodney.ns.cloudflare.com.', 'nia.ns.cloudflare.com.']",200,Indian & World Live Breaking News Coverage And Updates
internationalnewsservices.com,149.255.58.136,"['ns0.clara.net.', 'ns1.clara.net.']",200,International news agency
israelnationalnews.com,188.114.99.233,"['emerie.ns.cloudflare.com.', 'johnathan.ns.cloudflare.com.']",200,Israel News | Israel National News - Arutz Sheva
jewishnews.com,188.114.97.1,"['evan.ns.cloudflare.com.', 'nelly.ns.cloudflare.com.']",200,Jewish News and Israel news – Breaking News – Real Time Jewish News Updates
justthenews.com,23.185.0.3,"['ns38.domaincontrol.com.', 'ns37.domaincontrol.com.']",200,Just The News
ivanovonews.ru,92.53.106.145,"['ns4-l2.nic.ru.', 'ns4-cloud.nic.ru.', 'ns3-l2.nic.ru.', 'ns8-cloud.nic.ru.', 'ns8-l2.nic.ru.']",200,"""IvanovoNews"" - информационный портал г. Иваново, все новости региона"
ironmountaindailynews.com,35.168.72.101,"['ns-757.awsdns-30.net.', 'ns-442.awsdns-55.com.', 'ns-1320.awsdns-37.org.', 'ns-1934.awsdns-49.co.uk.']",200," News, Sports, Jobs - The Daily News"
ipsnews.net,67.43.4.144,"['ns1.liquidweb.com.', 'ns.liquidweb.com.']",200,Inter Press Service | News and Views from the Global South
komonews.com,18.165.140.88,"['ns-58.awsdns-07.com.', 'ns-1697.awsdns-20.co.uk.', 'ns-974.awsdns-57.net.', 'ns-1220.awsdns-24.org.']",200,"Seattle News, Weather, Sports, Breaking News"
kentlive.news,52.18.249.148,"['ns-23.awsdns-02.com.', 'ns-1478.awsdns-56.org.', 'ns-734.awsdns-27.net.', 'ns-1648.awsdns-14.co.uk.']",200,"Kent Live - Latest local news, sport & business from Kent"
knightnews.com,199.250.194.87,"['ns40.domaincontrol.com.', 'ns39.domaincontrol.com.']",200,Home — KnightNews.com
local21news.com,52.85.49.2,"['ns-536.awsdns-03.net.', 'ns-2007.awsdns-58.co.uk.', 'ns-1148.awsdns-15.org.', 'ns-368.awsdns-46.com.']",200,"Harrisburg News, Weather, Sports, Breaking News"
lifesitenews.com,188.114.99.233,"['carl.ns.cloudflare.com.', 'adrian.ns.cloudflare.com.']",200,LifeSite Home - U.S. Edition
localnews8.com,23.185.0.4,"['ns47.domaincontrol.com.', 'ns48.domaincontrol.com.']",200,Home - LocalNews8.com - KIFI
londonnewsonline.co.uk,145.14.154.236,"['ns2.dns-parking.com.', 'ns1.dns-parking.com.']",200,South London News – South London Press & Mercury
medianews.az,85.10.214.170,"['ns1.your-server.de.', 'ns3.second-ns.de.', 'ns.second-ns.com.']",200,Medianews – Onlayn xəbərlər
lynnnews.co.uk,5.102.174.118,"['ns31.domaincontrol.com.', 'ns32.domaincontrol.com.']",,
localnewspapers.today,188.114.96.1,"['apollo.ns.cloudflare.com.', 'angela.ns.cloudflare.com.']",,
manhattantimesnews.com,34.174.141.127,"['ns2.siteground.net.', 'ns1.siteground.net.']",200,Manhattan Times News
metrocebu.news,192.185.78.93,"['ns106.websitewelcome.com.', 'ns105.websitewelcome.com.']",406,Not Acceptable!
mercurynews.com,192.0.66.2,"['ns10.dnsmadeeasy.com.', 'ns14.dnsmadeeasy.com.', 'ns13.dnsmadeeasy.com.', 'ns12.dnsmadeeasy.com.', 'ns11.dnsmadeeasy.com.', 'ns15.dnsmadeeasy.com.']",200,"The Mercury News - Bay Area news, sports, business, entertainment, lifestyle and commentary"
malaysiaworldnews.com,35.213.180.173,"['ns2.siteground.net.', 'ns1.siteground.net.']",200,Malaysia World News | Your News Your Country
mixnews.lv,144.76.97.171,"['chloe.ns.cloudflare.com.', 'terin.ns.cloudflare.com.']",200,Mixnews – Новости Латвии и мира на русском языке
mondonews.ro,188.114.97.1,"['coco.ns.cloudflare.com.', 'darwin.ns.cloudflare.com.']",,
moroccoworldnews.com,172.67.169.186,"['davina.ns.cloudflare.com.', 'henry.ns.cloudflare.com.']",200,Morocco World News - Morocco Now - Morocco Latest News
midianews.com.br,172.67.214.173,"['wally.ns.cloudflare.com.', 'yevgen.ns.cloudflare.com.']",403,Attention Required! | Cloudflare
miragenews.com,188.114.99.233,"['clint.ns.cloudflare.com.', 'uma.ns.cloudflare.com.']",200,Australia's 24/7 live news & media portal | Mirage News
miamitodaynews.com,192.190.221.242,"['ns1.nexcess.net.', 'ns4.nexcess.net.', 'ns3.nexcess.net.', 'ns2.nexcess.net.']",200,Miami Today - The Newspaper for the Future of Miami
mynews4.com,3.164.230.77,"['ns-1689.awsdns-19.co.uk.', 'ns-753.awsdns-30.net.', 'ns-303.awsdns-37.com.', 'ns-1188.awsdns-20.org.']",200,"Reno News, Weather, Sports, Breaking News"
mynews24x7.in,162.214.81.13,"['ns2.bluehost.in.', 'ns1.bluehost.in.']",406,Not Acceptable!
nationalnewswatch.com,188.114.99.233,"['greg.ns.cloudflare.com.', 'lana.ns.cloudflare.com.']",200,National Newswatch
naturalnews.com,104.19.244.62,"['mario.ns.cloudflare.com.', 'mona.ns.cloudflare.com.']",200,NaturalNews.com
mynewshub.cc,184.164.155.114,"['ns1.noc33.com.', 'ns2.noc33.com.']",,
myvuenews.com,34.174.186.49,"['ns2.siteground.net.', 'ns1.siteground.net.']",200,My Vue News – News as it Happens
naroomanewsonline.com.au,18.165.122.90,"['ns-156.awsdns-19.com.', 'ns-1097.awsdns-09.org.', 'ns-955.awsdns-55.net.', 'ns-1653.awsdns-14.co.uk.']",200,"Narooma news, sport and weather | Narooma News | Narooma, NSW"
nenevalleynews.co.uk,45.131.137.89,"['ns0.ukfast.net.', 'ns1.ukfast.net.']",200,Welcome to Nene Valley News
neutralgroundnews.com,67.222.31.239,"['cp3.privatesystems.net.', 'cp4.privatesystems.net.', 'cp1.privatesystems.net.', 'cp2.privatesystems.net.']",200,Neutral Ground News - In the middle of it all.
news.detik.com,103.49.221.187,,200,detikNews - Berita hari ini di Indonesia dan Internasional
news-journalonline.com,151.101.246.62,"['dns4.p03.nsone.net.', 'ns04.gannett-dns.com.', 'dns1.p03.nsone.net.', 'dns2.p03.nsone.net.', 'ns01.gannett-dns.com.', 'ns03.gannett-dns.com.', 'dns3.p03.nsone.net.', 'ns02.gannett-dns.com.']",200,"Daytona Beach News-Journal: Local News, Politics & Sports in Daytona Beach, FL"
news-press.com,151.101.246.62,"['ns03.gannett-dns.com.', 'ns02.gannett-dns.com.', 'dns1.p07.nsone.net.', 'ns04.gannett-dns.com.', 'dns2.p07.nsone.net.', 'dns3.p07.nsone.net.', 'dns4.p07.nsone.net.', 'ns01.gannett-dns.com.']",200,"The News-Press: Fort Myers, Cape Coral, Naples, Bonita Springs news| news-press.com"
news.nate.com,117.53.117.12,,200,홈 : 네이트 뉴스
news.wttw.com,104.23.129.78,,403,Just a moment...
news.world,154.49.142.217,"['ns1.dns-parking.com.', 'ns2.dns-parking.com.']",200,The Leading Online News Platform That Delivers Latest and Most Relevant News
news.trust.org,44.215.203.247,,200,News Home | Thomson Reuters Foundation News
news.yahoo.com,87.248.119.251,,200,"Yahoo News: Latest and Breaking News, Headlines, Live Updates, and More"
news24online.com,192.0.66.239,"['ns41.domaincontrol.com.', 'ns42.domaincontrol.com.']",200,"News24: Get Breaking News, Latest News, India News & Updates"
news24.com,104.17.250.6,"['hope.ns.cloudflare.com.', 'jobs.ns.cloudflare.com.']",200,"News24 | South Africa's leading source of trusted news, opinion and insight for 25 years"
news3lv.com,3.164.206.16,"['ns-1293.awsdns-33.org.', 'ns-585.awsdns-09.net.', 'ns-1893.awsdns-44.co.uk.', 'ns-60.awsdns-07.com.']",200,"Las Vegas News, Weather, Sports, Breaking News"
news4sanantonio.com,108.156.22.68,"['ns-889.awsdns-47.net.', 'ns-1983.awsdns-55.co.uk.', 'ns-41.awsdns-05.com.', 'ns-1098.awsdns-09.org.']",200,"San Antonio News, Weather, Sports, Breaking News"
news4jax.com,23.215.0.137,"['ns6.grahamdigital.com.', 'ns4.grahamdigital.com.', 'ns2.grahamdigital.com.', 'ns5.grahamdigital.com.', 'ns3.grahamdigital.com.', 'ns1.grahamdigital.com.']",,
newsantaana.com,67.222.20.13,"['ns2.newsantaana.com.', 'ns1.newsantaana.com.']",200,New Santa Ana – Santa Ana's top news & views blog
newsbust.in,108.157.214.80,"['hunts.ns.cloudflare.com.', 'lovisa.ns.cloudflare.com.']",200,NewsBust India
newsbiscuit.com,23.236.62.147,"['ns-692.awsdns-22.net.', 'ns-509.awsdns-63.com.', 'ns-1427.awsdns-50.org.', 'ns-2043.awsdns-63.co.uk.']",200,NewsBiscuit Home
newsbytes.ph,170.187.230.39,"['ns1.linode.com.', 'ns3.linode.com.', 'ns5.linode.com.', 'ns4.linode.com.', 'ns2.linode.com.']",200,Homepage - Newsbytes.PH
newsbugz.com,188.114.96.1,"['adrian.ns.cloudflare.com.', 'tim.ns.cloudflare.com.']",200,"News Bugz - All the latest news and live updates on Indian Movies, Web series, and Shorts. Kollywood, Mollywood, Sandalwood, Bollywood Entertainment, Famous People Biographies, events in India."
newsd.in,162.159.137.54,"['heather.ns.cloudflare.com.', 'skip.ns.cloudflare.com.']",200,"Newsd - Breaking News Live, Trending, Education News"
newschannelnebraska.com,54.145.205.131,"['ns3.hollmanmedia.com.', 'ns2.hollmanmedia.com.', 'ns1.hollmanmedia.com.']",403,Attention Required! | Cloudflare
newscorpaustralia.com,23.59.84.104,"['a5-66.akam.net.', 'a8-67.akam.net.', 'a1-246.akam.net.', 'a18-65.akam.net.', 'a13-64.akam.net.', 'a12-67.akam.net.']",200,
newsbytesapp.com,104.94.100.163,"['a28-67.akam.net.', 'a22-65.akam.net.', 'a1-215.akam.net.', 'a2-64.akam.net.', 'a3-67.akam.net.', 'a13-66.akam.net.']",200,"NewsBytes: Latest News, India, Cricket, Politics, Bollywood, Gadgets"
newsday.com,52.55.25.236,"['dns1.p08.nsone.net.', 'dns3.p08.nsone.net.', 'dns4.p08.nsone.net.', 'dns2.p08.nsone.net.']",200,Newsday | Long Island's & NYC's News Source - Newsday
newshub.us,188.114.97.1,"['vin.ns.cloudflare.com.', 'amanda.ns.cloudflare.com.']",200,CAHAYA77 $ Situs Game Slot Online With Bonus 100% For New Member Tanpa TO
newser.com,40.114.51.62,"['ns1-34.azure-dns.com.', 'ns2-34.azure-dns.net.', 'ns3-34.azure-dns.org.', 'ns4-34.azure-dns.info.']",200,"
	Newser | Headline News Summaries, World News, and Breaking News
"
newsheads.in,68.178.146.92,"['ns-1369.awsdns-43.org.', 'ns-921.awsdns-51.net.', 'ns-1885.awsdns-43.co.uk.', 'ns-148.awsdns-18.com.']",200,"News Heads: Top  News,  Breaking News, Top  Headlines,  Latest News Top  Videos, Top  Photos, on current affairs and more - www.newsheads.in"
newskarnataka.com,188.114.96.1,"['gabe.ns.cloudflare.com.', 'celine.ns.cloudflare.com.']",200,News Karnataka – Truth Endures | Breaking News | Latest News | Daily News in English | Mangaluru | Bengaluru | India
newsinenglish.no,52.19.188.14,"['ns2.datacenter.no.', 'ns.datacenter.no.']",200,Home - Norway's News in English — www.newsinenglish.no
newsline.kz,185.253.8.30,"['ns1.1host.kz.', 'ns2.1host.kz.']",200,The Kazakhstan Newsline Daily Digest 
newsletter.co.uk,34.105.168.53,"['ns1.nationalworld.com.', 'ns2.nationalworld.com.']",403,Just a moment...
newsmedia.com,86.105.245.69,"['ns1.eftydns.com.', 'ns2.eftydns.com.']",,
newsmobile.in,23.139.0.1,"['lauryn.ns.cloudflare.com.', 'malcolm.ns.cloudflare.com.']",200,News Mobile
newsnet.scot,35.214.126.144,"['ns3.netim.net.', 'ns5.netim.net.', 'ns2.netim.net.', 'ns4.netim.net.', 'ns1.netim.net.']",200,Home - Newsnet.scot
newslocker.com,104.21.21.27,"['karina.ns.cloudflare.com.', 'micah.ns.cloudflare.com.']",200,NewsLocker - News portal
newsone.com,192.0.66.208,"['ns3.wordpress.com.', 'ns1.wordpress.com.', 'ns2.wordpress.com.']",200,News for Black America - NewsOne
newsofbahrain.com,104.238.111.66,"['ns57.domaincontrol.com.', 'ns58.domaincontrol.com.']",200,HOME | THE DAILY TRIBUNE | KINGDOM OF BAHRAIN
newsprogress.com,45.60.98.200,"['ns2.bluehost.com.', 'ns1.bluehost.com.']",200,
newsroom.co.nz,192.0.78.250,"['kay.ns.cloudflare.com.', 'arnold.ns.cloudflare.com.']",200,Newsroom | Independent New Zealand News and Current affairs
newsroomodisha.com,13.234.93.254,"['ns2.dns-parking.com.', 'ns1.dns-parking.com.']",200,Latest Odisha News | Headlines Today | Breaking News-Newsroom Odisha
newssafety.org,157.245.28.238,"['nadia.ns.cloudflare.com.', 'jack.ns.cloudflare.com.']",200,INSI : INSI
newstalk1290.com,192.229.233.218,"['ns4.g10.cfdns.co.uk.', 'ns2.g10.cfdns.biz.', 'ns3.g10.cfdns.info.', 'ns1.g10.cfdns.net.']",200,NewsTalk 1290 KWFS – News and Talk of Texoma – Wichita Falls News Radio
newsthump.com,188.114.99.233,"['eric.ns.cloudflare.com.', 'jill.ns.cloudflare.com.']",200,NewsThump – UK Spoof News and Satire
newstalk.com,188.114.99.233,"['kanye.ns.cloudflare.com.', 'fay.ns.cloudflare.com.']",200,HOME | Newstalk
newstodaynet.com,188.114.97.1,"['alexis.ns.cloudflare.com.', 'carol.ns.cloudflare.com.']",200,News Today | First with the news
newstatesman.com,23.185.0.2,"['ns-921.awsdns-51.net.', 'ns-298.awsdns-37.com.', 'ns-1220.awsdns-24.org.', 'ns-1564.awsdns-03.co.uk.']",200,New Statesman | UK Politics & Culture Magazine
newstrend.news,104.21.49.29,"['aria.ns.cloudflare.com.', 'carl.ns.cloudflare.com.']",200,"Newstrend - News ,Breaking News,Latest News,India News Bollywood News"
nigeriannewspapers.today,109.228.51.133,"['ns1.nigeriannewspapers.today.', 'ns2.nigeriannewspapers.today.']",200,Nigerian Newspapers -
nophonews.com,188.114.96.1,"['june.ns.cloudflare.com.', 'kirk.ns.cloudflare.com.']",200,"North Phoenix News | NoPho Real Estate, Business, School & Community News"
newstalkzb.co.nz,188.114.99.233,"['gene.ns.cloudflare.com.', 'algin.ns.cloudflare.com.']",200,Newstalk ZB
newsx.com,139.84.177.81,"['kip.ns.cloudflare.com.', 'mina.ns.cloudflare.com.']",200,Latest News Today:Breaking News|Entertainment News|Business News|Politics News|Sports News|English news - Newsx 
newsweek.com,99.83.154.66,"['ns-1608.awsdns-09.co.uk.', 'ns-166.awsdns-20.com.', 'ns-1409.awsdns-48.org.', 'ns-804.awsdns-36.net.']",,
nknews.org,188.114.99.233,"['jean.ns.cloudflare.com.', 'jim.ns.cloudflare.com.']",200,Latest North Korea News | NK News
nwfdailynews.com,151.101.246.62,"['ns02.gannett-dns.com.', 'dns4.p01.nsone.net.', 'dns1.p01.nsone.net.', 'dns2.p01.nsone.net.', 'ns04.gannett-dns.com.', 'ns01.gannett-dns.com.', 'dns3.p01.nsone.net.', 'ns03.gannett-dns.com.']",200,"Northwest Florida Daily News: Local News, Politics & Sports in Fort Walton Beach, FL"
onlinenews.com.pk,188.114.96.1,"['frank.ns.cloudflare.com.', 'barbara.ns.cloudflare.com.']",200,
nownews.com,107.167.188.74,"['ns-cloud-c1.googledomains.com.', 'ns-cloud-c4.googledomains.com.', 'ns-cloud-c2.googledomains.com.', 'ns-cloud-c3.googledomains.com.']",200,NOWnews今日新聞
nydailynews.com,192.0.66.144,"['ns10.dnsmadeeasy.org.', 'ns11.dnsmadeeasy.org.', 'ns12.dnsmadeeasy.org.', 'ns14.dnsmadeeasy.org.', 'ns15.dnsmadeeasy.org.', 'ns13.dnsmadeeasy.org.']",200,"New York Daily News: New York News, Sports, Weather, Business & Things to Do"
osthessen-news.de,188.114.99.233,"['sri.ns.cloudflare.com.', 'melissa.ns.cloudflare.com.']",200,Osthessen|News - Nachrichten aus Ihrer Region
oceans-news.com,91.234.194.113,"['ns1.dnshostservices.com.', 'ns2.dnshostservices.com.', 'ns4.dnshostservices.com.', 'ns3.dnshostservices.com.']",200,Magazine panafricain consacré à la promotion des entrepreneurs africains et de sa diaspora. | Ocean's News
osnews.com,188.114.96.1,"['jill.ns.cloudflare.com.', 'norm.ns.cloudflare.com.']",200,OSnews  -  Exploring the Future of Computing
panewsmedia.org,141.193.213.11,"['ns69.worldnic.com.', 'ns70.worldnic.com.']",403,403 Forbidden
palatkadailynews.com,104.196.37.2,"['ns50.domaincontrol.com.', 'ns49.domaincontrol.com.']",200,"Palatka Daily News, Palatka, Florida"
phununews24h.com,202.92.4.38,"['ns68.domaincontrol.com.', 'ns67.domaincontrol.com.']",,
phhsnews.com,188.114.97.1,"['tricia.ns.cloudflare.com.', 'chris.ns.cloudflare.com.']",200,Nous Aidons À Apprendre À Faire Quelque Chose
pittsburghseniornews.com,173.254.1.184,"['ns2.pittsburghcomputerhelp.com.', 'ns1.pittsburghcomputerhelp.com.']",406,Not Acceptable!
prescottenews.com,104.16.151.108,"['dave.ns.cloudflare.com.', 'serenity.ns.cloudflare.com.']",200,Prescott eNews - Covering Northern Arizona
pi-news.net,192.124.249.15,"['ns1.liquidweb.com.', 'ns.liquidweb.com.']",403,Sucuri WebSite Firewall - Access Denied
racingnews.co.nz,45.60.98.56,"['ns1.bluehost.com.', 'ns2.bluehost.com.']",200,
positive.news,188.114.99.233,"['tina.ns.cloudflare.com.', 'cash.ns.cloudflare.com.']",200,Positive News | Good journalism about good things - Positive News
piquenewsmagazine.com,188.114.99.233,"['pearl.ns.cloudflare.com.', 'braden.ns.cloudflare.com.']",200,Whistler News  - Pique Newsmagazine
revolver.news,188.114.99.233,"['ignat.ns.cloudflare.com.', 'veda.ns.cloudflare.com.']",200,Revolver News
riverheadnewsreview.timesreview.com,141.193.213.21,,403,403 Forbidden
readovka.news,188.114.96.1,"['demi.ns.cloudflare.com.', 'jonah.ns.cloudflare.com.']",200,Readovka.news — новостной портал
realchangenews.org,104.21.62.254,"['sharon.ns.cloudflare.com.', 'salvador.ns.cloudflare.com.']",200,Home | Real Change
roanoke-chowannewsherald.com,23.185.0.253,"['pdns14.domaincontrol.com.', 'pdns13.domaincontrol.com.']",200,"Newspapers, Weather, Breaking News, Bertie, Gates, Hertford, Northampton, Jackson, Windsor, Winton, Gatesville | The Roanoke-Chowan News-Herald"
rochellenews-leader.com,65.61.154.7,"['clint.ns.cloudflare.com.', 'rachel.ns.cloudflare.com.']",403,403 403
richmond-news.com,188.114.99.233,"['pearl.ns.cloudflare.com.', 'braden.ns.cloudflare.com.']",200,Richmond Local News  - Richmond News
roarnews.co.uk,172.67.198.99,"['clay.ns.cloudflare.com.', 'sofia.ns.cloudflare.com.']",200,Roar News - Roar News
sachsenews.com,188.114.97.1,"['aragorn.ns.cloudflare.com.', 'reza.ns.cloudflare.com.']",200,Sachse News | Today's news
seaislenews.com,23.235.206.145,"['ns1.worldnic.com.', 'ns2.worldnic.com.']",200,Sea Isle's News & Nightlife Source | Sea Isle News
sindonews.com,108.157.229.75,"['fiona.ns.cloudflare.com.', 'drew.ns.cloudflare.com.']",403,ERROR: The request could not be satisfied
sneakernews.com,192.0.66.2,"['ns3.wordpress.com.', 'ns2.wordpress.com.', 'ns1.wordpress.com.']",200,"Sneaker News - Air Jordans, Sneaker Release Dates, News and More"
smokymountainnews.com,199.116.77.52,"['ns1.gridfast.net.', 'ns2.gridfast.net.']",200,Smoky Mountain News
sonorannews.com,160.153.0.38,"['ns51.domaincontrol.com.', 'ns52.domaincontrol.com.']",200,Sonoran News – The Conservative Voice in Arizona
solentnews.co.uk,198.49.23.145,"['dns2.uk2.net.', 'dns1.uk2.net.', 'dns3.uk2.net.']",200,Solent News | An Independent News Agency
southwarknews.co.uk,35.214.43.138,"['ultra102.uk2.net.', 'ultra101.uk2.net.']",200,Southwark News
southernminnesotanews.com,188.114.96.1,"['darwin.ns.cloudflare.com.', 'linda.ns.cloudflare.com.']",200,Southern Minnesota News - Southern Minnesota's News Leader
starnewsonline.com,151.101.246.62,"['dns2.p08.nsone.net.', 'dns3.p08.nsone.net.', 'ns03.gannett-dns.com.', 'ns01.gannett-dns.com.', 'dns4.p08.nsone.net.', 'ns02.gannett-dns.com.', 'dns1.p08.nsone.net.', 'ns04.gannett-dns.com.']",200,"Wilmington Star-News: Local News, Politics & Sports in Wilmington, NC"
siliconhillsnews.com,209.17.116.165,"['ns56.worldnic.com.', 'ns55.worldnic.com.']",200,SiliconHills - Technology news about Austin and San Antonio
sunnewsonline.com,104.21.58.201,"['pablo.ns.cloudflare.com.', 'haley.ns.cloudflare.com.']",200,The Sun Nigeria – Voice of the Nation
theamericanonews.com,141.193.213.20,"['ns3.dreamhost.com.', 'ns1.dreamhost.com.', 'ns2.dreamhost.com.']",403,403 Forbidden
stivesnews.co.uk,185.230.63.186,"['ns8.wixdns.net.', 'ns9.wixdns.net.']",200,Times And Echo St Ives Cornwall | The St Ives Printing And Publishing Company
thebharatexpressnews.com,89.117.9.212,"['ns2.dns-parking.com.', 'ns1.dns-parking.com.']",200,Home - THE BHARAT EXPRESS NEWS
thechampionnewspaper.com,35.212.102.61,"['ns1.siteground.net.', 'ns2.siteground.net.']",200,The Champion Newspaper | 404-373-7779 | Georgia -
suntimesnews.com,162.240.234.243,"['ns66.worldnic.com.', 'ns65.worldnic.com.']",200,Sun Times News Online – Serving Southeast Missouri and Southern Illinois
theclaycountynews.com,104.196.37.2,"['ns-cloud-b2.googledomains.com.', 'ns-cloud-b1.googledomains.com.', 'ns-cloud-b4.googledomains.com.', 'ns-cloud-b3.googledomains.com.']",200,The Clay County News |
themorningnews.org,52.45.38.218,"['ns-1998.awsdns-57.co.uk.', 'ns-182.awsdns-22.com.', 'ns-1115.awsdns-11.org.', 'ns-848.awsdns-42.net.']",200,The Morning News
thecallnews.com,69.13.220.166,"['ns33.worldnic.com.', 'ns34.worldnic.com.']",200,Online Edition - Call News - Mobile County Alabama
theisleofthanetnews.com,188.114.96.1,"['zahir.ns.cloudflare.com.', 'nadia.ns.cloudflare.com.']",200,"The Isle Of Thanet News – News for Ramsgate, Margate, Broadstairs and villages."
thefactnews.in,66.33.206.223,"['ns1.dreamhost.com.', 'ns2.dreamhost.com.', 'ns3.dreamhost.com.']",200,Punjabi News - News
thenews.com.pk,104.18.83.16,"['ruth.ns.cloudflare.com.', 'jack.ns.cloudflare.com.']",200,"The News International: Latest News Breaking, Pakistan News"
thenewsherald.com,192.0.66.168,"['ns2.dnsmadeeasy.com.', 'ns1.dnsmadeeasy.com.', 'ns4.dnsmadeeasy.com.', 'ns3.dnsmadeeasy.com.', 'ns0.dnsmadeeasy.com.']",200,"The News Herald – Southgate, MI News, Sports, Weather & Things to Do"
thescarboroughnews.co.uk,34.105.168.53,"['ns2.nationalworld.com.', 'ns1.nationalworld.com.']",403,Just a moment...
tickernews.co,184.168.106.203,"['ns15.domaincontrol.com.', 'ns16.domaincontrol.com.']",200,Ticker - Streaming Now
topnews.in,181.214.133.201,"['nina.ns.cloudflare.com.', 'gabe.ns.cloudflare.com.']",200,TopNews | Only Top Stories of the Day
topnewsrussia.ru,95.181.226.17,"['ns1.ihc.ru.', 'ns2.ihc.ru.']",200,Красная Армия | Геополитическое обозрение
tnews.co.th,104.19.130.75,"['emma.ns.cloudflare.com.', 'lakas.ns.cloudflare.com.']",200,ข่าววันนี้ ข่าวด่วน ข่าวล่าสุด สดลึกจริง โดยสำนักข่าวทีนิวส์
trendingnews.one,198.49.23.144,"['ns-cloud-c4.googledomains.com.', 'ns-cloud-c1.googledomains.com.', 'ns-cloud-c2.googledomains.com.', 'ns-cloud-c3.googledomains.com.']",200,Trending News One
timesnownews.com,13.251.39.30,"['ns-1207.awsdns-22.org.', 'ns-1767.awsdns-28.co.uk.', 'ns-515.awsdns-00.net.', 'ns-124.awsdns-15.com.']",200,"News Today: Latest and Breaking News, Top Headlines from India, Politics | Times Now"
true-news.info,199.59.243.226,"['ns1.bodis.com.', 'ns2.bodis.com.']",200,
tuoitrenews.vn,123.30.128.21,"['michael.ns.cloudflare.com.', 'deborah.ns.cloudflare.com.']",200,Tuoi Tre News | Home
